id,title,genres,keywords,cast,vote_average,vote_count,soup
1248,Hannibal Rising,crime drama thriller,winter psychopath horror serial killer,gaspard ulliel aaran thomas gong li dominic west rhys ifans,6.0,654,winter psychopath horror serial killer gaspard ulliel aaran thomas gong li dominic west rhys ifans crime drama thriller
72710,The Host,action adventure romance science fiction thriller,based on novel mass murder dystopia genocide alien invasion,saoirse ronan diane kruger jake abel william hurt frances fisher,6.0,1817,based on novel mass murder dystopia genocide alien invasion saoirse ronan diane kruger jake abel william hurt frances fisher action adventure romance science fiction thriller
10782,Basic,action drama mystery thriller crime,drug addiction military court panama military service court,john travolta connie nielsen samuel l jackson giovanni ribisi tim daly,6.2,286,drug addiction military court panama military service court john travolta connie nielsen samuel l jackson giovanni ribisi tim daly action drama mystery thriller crime
9573,Blood Work,crime drama mystery thriller,houseboat heart investigation police excop,clint eastwood jeff daniels anjelica huston wanda de jesus tina lifford,6.1,206,houseboat heart investigation police excop clint eastwood jeff daniels anjelica huston wanda de jesus tina lifford crime drama mystery thriller
4959,The International,drama thriller crime,duringcreditsstinger,clive owen naomi watts armin muellerstahl ulrich thomsen bruedan f obyrne,6.0,368,duringcreditsstinger clive owen naomi watts armin muellerstahl ulrich thomsen bruedan f obyrne drama thriller crime
10061,Escape from L.A.,action adventure science fiction thriller,prison usa president earthquake dystopia attempt to escape,kurt russell stacy keach steve buscemi pam grier cliff robertson,5.6,373,prison usa president earthquake dystopia attempt to escape kurt russell stacy keach steve buscemi pam grier cliff robertson action adventure science fiction thriller
10386,The Iron Giant,adventure animation family fantasy science fiction,cold war friendship giant robot sitting on a toilet fear of unknown,eli marienthal jennifer aniston vin diesel christopher mcdonald harry connick jr,7.6,1436,cold war friendship giant robot sitting on a toilet fear of unknown eli marienthal jennifer aniston vin diesel christopher mcdonald harry connick jr adventure animation family fantasy science fiction
421,The Life Aquatic with Steve Zissou,adventure comedy drama,ocean film making loss of mother cynic red cap,bill murray anjelica huston cate blanchett willem dafoe owen wilson,7.1,775,ocean film making loss of mother cynic red cap bill murray anjelica huston cate blanchett willem dafoe owen wilson adventure comedy drama
316152,Free State of Jones,war action drama history thriller,slavery american civil war,matthew mcconaughey gugu mbatharaw mahershala ali keri russell jacob lofland,6.6,428,slavery american civil war matthew mcconaughey gugu mbatharaw mahershala ali keri russell jacob lofland war action drama history thriller
11615,The Life of David Gale,drama thriller crime,prison journalist texas professor death penalty,kevin spacey kate winslet laura linney gabriel mann rhona mitra,7.3,480,prison journalist texas professor death penalty kevin spacey kate winslet laura linney gabriel mann rhona mitra drama thriller crime
13498,Man of the House,comedy action,,tommy lee jones cedric the entertainer christina milian paula garcues monica keena,5.4,120, tommy lee jones cedric the entertainer christina milian paula garcues monica keena comedy action
241554,Run All Night,action crime drama mystery thriller,hitman revenge murder on the run mobster,liam neeson ed harris joel kinnaman boyd holbrook bruce mcgill,6.3,1148,hitman revenge murder on the run mobster liam neeson ed harris joel kinnaman boyd holbrook bruce mcgill action crime drama mystery thriller
2252,Eastern Promises,thriller crime mystery,london england gay male nudity female nudity father son relationship,naomi watts viggo mortensen vincent cassel armin muellerstahl sinuead cusack,7.2,848,london england gay male nudity female nudity father son relationship naomi watts viggo mortensen vincent cassel armin muellerstahl sinuead cusack thriller crime mystery
11968,Into the Blue,action thriller adventure crime,diving cocaine shipwreck sailing airplane,paul walker jessica alba scott caan ashley scott josh brolin,5.8,458,diving cocaine shipwreck sailing airplane paul walker jessica alba scott caan ashley scott josh brolin action thriller adventure crime
10047,The Messenger: The Story of Joan of Arc,adventure drama action history war,schizophrenia france rape siege biography,milla jovovich dustin hoffman faye dunaway john malkovich vincent cassel,6.2,367,schizophrenia france rape siege biography milla jovovich dustin hoffman faye dunaway john malkovich vincent cassel adventure drama action history war
38319,Your Highness,comedy,kidnapping traitor virgin prince princess,danny mcbride james franco natalie portman zooey deschanel justin theroux,5.2,501,kidnapping traitor virgin prince princess danny mcbride james franco natalie portman zooey deschanel justin theroux comedy
69668,Dream House,drama thriller mystery,house fire extension ladder last day on job,daniel craig naomi watts rachel weisz marton csokas elias koteas,5.8,391,house fire extension ladder last day on job daniel craig naomi watts rachel weisz marton csokas elias koteas drama thriller mystery
11212,Baby's Day Out,action adventure comedy family,baby hoodlum lost child,joe mantegna lara flynn boyle joe pantoliano brian haley cynthia nixon,5.8,274,baby hoodlum lost child joe mantegna lara flynn boyle joe pantoliano brian haley cynthia nixon action adventure comedy family
10533,The Scarlet Letter,drama history romance,based on novel burning of witches puritan pregnancy period drama,demi moore gary oldman robert duvall robert prosky edward hardwicke,5.5,108,based on novel burning of witches puritan pregnancy period drama demi moore gary oldman robert duvall robert prosky edward hardwicke drama history romance
38363,Fair Game,drama thriller,cia nuclear scientist iraq politician duringcreditsstinger,naomi watts sean penn ty burrell brooke smith bruce mcgill,6.5,235,cia nuclear scientist iraq politician duringcreditsstinger naomi watts sean penn ty burrell brooke smith bruce mcgill drama thriller
9923,Domino,action crime,bounty hunter fbi weapon spectacle,keira knightley mickey rourke edgar ramuedrez delroy lindo monique,6.0,444,bounty hunter fbi weapon spectacle keira knightley mickey rourke edgar ramuedrez delroy lindo monique action crime
18501,Gamer,action thriller science fiction,dystopia mind control gun battle wrongful imprisonment dystopic future,gerard butler michael c hall logan lerman amber valletta terry crews,5.6,760,dystopia mind control gun battle wrongful imprisonment dystopic future gerard butler michael c hall logan lerman amber valletta terry crews action thriller science fiction
109491,Beautiful Creatures,fantasy drama romance,civil war southern usa magic light dark,alden ehrenreich alice englert jeremy irons viola davis emmy rossum,5.6,984,civil war southern usa magic light dark alden ehrenreich alice englert jeremy irons viola davis emmy rossum fantasy drama romance
9275,Death to Smoochy,comedy crime drama thriller,corruption moderator tv show success irish mob,robin williams catherine keener edward norton danny devito jon stewart,5.9,132,corruption moderator tv show success irish mob robin williams catherine keener edward norton danny devito jon stewart comedy crime drama thriller
329833,Zoolander 2,comedy,stupidity sequel fashion male model fashion model,ben stiller owen wilson will ferrell penuelope cruz kristen wiig,4.7,797,stupidity sequel fashion male model fashion model ben stiller owen wilson will ferrell penuelope cruz kristen wiig comedy
47327,Drive Angry,fantasy thriller action crime,bone car explosion premarital sex satanic cult drivers license,nicolas cage amber heard william fichtner billy burke david morse,5.3,600,bone car explosion premarital sex satanic cult drivers license nicolas cage amber heard william fichtner billy burke david morse fantasy thriller action crime
15268,Street Fighter: The Legend of Chun-Li,action adventure science fiction thriller,martial arts revenge street fighter based on video game,kristin kreuk chris klein neal mcdonough michael clarke duncan moon bloodgood,3.9,112,martial arts revenge street fighter based on video game kristin kreuk chris klein neal mcdonough michael clarke duncan moon bloodgood action adventure science fiction thriller
10796,The One,action science fiction thriller,dual identity,jet li jason statham carla gugino delroy lindo james morrison,5.7,437,dual identity jet li jason statham carla gugino delroy lindo james morrison action science fiction thriller
18947,The Boat That Rocked,drama comedy,great britain musical rock pirate radio swinging s,tom sturridge philip seymour hoffman rhys ifans bill nighy emma thompson,7.2,666,great britain musical rock pirate radio swinging s tom sturridge philip seymour hoffman rhys ifans bill nighy emma thompson drama comedy
1900,Traffic,thriller drama crime,usa war on drugs drug traffic drug dealer drug smuggle,michael douglas benicio del toro jacob vargas tomues miliuen russell g jones,6.9,562,usa war on drugs drug traffic drug dealer drug smuggle michael douglas benicio del toro jacob vargas tomues miliuen russell g jones thriller drama crime
89,Indiana Jones and the Last Crusade,adventure action,saving the world venice holy grail library riddle,harrison ford sean connery denholm elliott alison doody john rhysdavies,7.6,3152,saving the world venice holy grail library riddle harrison ford sean connery denholm elliott alison doody john rhysdavies adventure action
96724,Anna Karenina,drama romance,based on novel st petersburg russia high society imperial russia tragic death,keira knightley jude law aaron taylorjohnson kelly macdonald matthew macfadyen,6.5,639,based on novel st petersburg russia high society imperial russia tragic death keira knightley jude law aaron taylorjohnson kelly macdonald matthew macfadyen drama romance
