id,title,genres,keywords,cast,vote_average,vote_count
26428,Agora,Adventure Drama History,christianity philosophy egypt new love war,Rachel Weisz Max Minghella Oscar Isaac Ashraf Barhom Michael Lonsdale,6.9,395
9824,Mystery Men,Adventure Fantasy Action Comedy Science Fiction,bowling hostage sphinx training insane asylum,Ben Stiller Geoffrey Rush Claire Forlani William H. Macy Hank Azaria,5.7,250
48988,Hall Pass,Comedy,wife husband relationship daydream marriage freedom friends,Owen Wilson Jason Sudeikis Jenna Fischer Christina Applegate Nicky Whelan,5.4,611
9008,The Insider,Drama Thriller,spy newspaper research interview tobacco,Al Pacino Russell Crowe Christopher Plummer Diane Venora Bruce McGill,7.3,481
300673,The Finest Hours,Action Drama History Thriller,coast guard based on true story survival rescue mission storm at sea,Chris Pine Casey Affleck Ben Foster Eric Bana Holliday Grainger,6.3,588
12113,Body of Lies,Action Drama Thriller,terror falsely accused based on novel dying and death jordan,Leonardo DiCaprio Russell Crowe Mark Strong Ali Suliman Simon McBurney,6.5,895
38778,Dinner for Schmucks,Comedy,mouse idiot mind control taxidermy aftercreditsstinger,Steve Carell Paul Rudd Stephanie Szostak Jemaine Clement Zach Galifianakis,5.5,531
72331,Abraham Lincoln: Vampire Hunter,Action Fantasy Horror,usa president vampire steam locomotive american civil war 19th century,Benjamin Walker Dominic Cooper Anthony Mackie Mary Elizabeth Winstead Rufus Sewell,5.5,1269
1844,Entrapment,Romance Drama Mystery,london england new year's eve skyscraper burglar distrust,Sean Connery Catherine Zeta-Jones Will Patton Maury Chaykin Ving Rhames,6.0,602
846,The X Files,Mystery Science Fiction Thriller,bomb helicopter secret obsession extraterrestrial technology,David Duchovny Gillian Anderson Mitch Pileggi William B. Davis John Neville,6.6,488
9703,The Last Legion,Action Adventure Fantasy War,roman empire emperor ancient rome western roman empire ancient world,Colin Firth Ben Kingsley Aishwarya Rai Bachchan Peter Mullan Kevin McKidd,5.0,207
857,Saving Private Ryan,Drama History War,war crimes self sacrifice war veteran world war ii war ship,Tom Hanks Matt Damon Vin Diesel Tom Sizemore Barry Pepper,7.9,5048
136797,Need for Speed,Action Crime Drama Thriller,street race super cars super speed car based on video game,Aaron Paul Dominic Cooper Imogen Poots Rami Malek Ram\u00f3n Rodr\u00edguez,6.1,1520
3981,What Women Want,Comedy Romance,women telepathy supernatural powers advertising executive woman director,Helen Hunt Mel Gibson Marisa Tomei Lauren Holly Mark Feuerstein,6.1,992
425,Ice Age,Animation Comedy Family Adventure,human evolution parents kids relationship squirrel ice loss of child,Ray Romano John Leguizamo Denis Leary Goran Visnjic Jack Black,7.1,3857
6171,Dreamcatcher,Drama Horror Science Fiction Thriller,religion and supernatural,Morgan Freeman Thomas Jane Jason Lee Damian Lewis Timothy Olyphant,5.3,567
72976,Lincoln,History Drama,usa president speech battlefield family conflict mourning,Daniel Day-Lewis Sally Field David Strathairn Joseph Gordon-Levitt James Spader,6.7,1429
603,The Matrix,Action Science Fiction,saving the world artificial intelligence man vs machine philosophy prophecy,Keanu Reeves Laurence Fishburne Carrie-Anne Moss Hugo Weaving Gloria Foster,7.9,8907
568,Apollo 13,Drama,moon florida nasa spaceman race against time,Tom Hanks Bill Paxton Kevin Bacon Gary Sinise Ed Harris,7.3,1599
9021,The Santa Clause 2,Fantasy Comedy Family,holiday christmas party home santa claus magic,Tim Allen Elizabeth Mitchell David Krumholtz Eric Lloyd Spencer Breslin,5.5,297
82695,Les Misérables,Drama Music Romance,france robbery brothel mayor star,Hugh Jackman Russell Crowe Anne Hathaway Amanda Seyfried Sacha Baron Cohen,7.1,1884
9489,You've Got Mail,Comedy Romance,romantic comedy online dating woman director,Tom Hanks Meg Ryan Katie Sagona Greg Kinnear Parker Posey,6.3,838
12133,Step Brothers,Comedy,becoming an adult autonomy childhood trauma hostility step brother,Will Ferrell John C. Reilly Mary Steenburgen Richard Jenkins Adam Scott,6.5,1062
9342,The Mask of Zorro,Action Adventure,california spy hero horseback riding sword fight,Antonio Banderas Anthony Hopkins Catherine Zeta-Jones Stuart Wilson Diego Sieres,6.3,1183
41733,Due Date,Comedy Drama,highway slacker hitchhiker wallet sunglasses,Robert Downey Jr. Zach Galifianakis Michelle Monaghan Jamie Foxx Juliette Lewis,6.2,1685
227306,Unbroken,Drama War,world war ii prisoners of war biography sport war,Jack O'Connell Domhnall Gleeson Garrett Hedlund Miyavi Finn Wittrock,7.3,1400
5551,Space Cowboys,Action Adventure Thriller,nasa space travel astronaut elderly,Clint Eastwood Tommy Lee Jones Donald Sutherland James Garner James Cromwell,6.3,403
9350,Cliffhanger,Action Adventure Thriller,rocky mountains airplane hijacking suitcase climbing,Sylvester Stallone John Lithgow Michael Rooker Janine Turner Rex Linn,6.1,588
9208,Broken Arrow,Action Adventure Drama Thriller,helicopter river captain underground mexican standoff,John Travolta Christian Slater Samantha Mathis Delroy Lindo Bob Gunton,5.7,453
4244,The Kid,Fantasy Comedy Family,age difference midlife crisis suppressed past self-awareness childhood memory,Bruce Willis Spencer Breslin Emily Mortimer Lily Tomlin Chi McBride,6.0,238
1852,World Trade Center,Drama History Thriller,terror runaway alarm clock hero firemen,Nicolas Cage Maria Bello Maggie Gyllenhaal Michael Pe\u00f1a Jay Hernandez,5.9,447
11820,Mona Lisa Smile,Drama Romance,faculty art history rowing school nurse femininity,Julia Roberts Kirsten Dunst Julia Stiles Maggie Gyllenhaal Ginnifer Goodwin,6.5,393
76493,The Dictator,Comedy,kurdish,Sacha Baron Cohen Sayed Badreya Aasif Mandvi Megan Fox Anna Faris,5.9,1743
345,Eyes Wide Shut,Mystery Drama,life and death sexual obsession free love heterosexual christmas party,Tom Cruise Nicole Kidman Madison Eginton Jackie Sawiris Sydney Pollack,7.1,1234
196867,Annie,Comedy Drama Family,musical orphan foster child,Quvenzhan\u00e9 Wallis Jamie Foxx Rose Byrne Cameron Diaz Bobby Cannavale,6.0,466
256591,Focus,Romance Comedy Crime Drama,seduction con man femme fatale deception rivalry,Will Smith Margot Robbie Rodrigo Santoro Robert Taylor Gerald McRaney,6.7,2542
59962,This Means War,Action Comedy Romance,love triangle friendship dating sushi bar exploding airplane,Reese Witherspoon Chris Pine Tom Hardy Laura Vandervoort Angela Bassett,5.9,1389
36648,Blade: Trinity,Science Fiction Action Horror Thriller Adventure,fbi dracula fistfight vampire hunter superhero,Wesley Snipes Kris Kristofferson Dominic Purcell Jessica Biel Ryan Reynolds,5.7,1252
1880,Red Dawn,Action Thriller,guerrilla colorado invasion anti-communism near future,Patrick Swayze C. Thomas Howell Lea Thompson Darren Dalton Charlie Sheen,6.4,215
71679,Resident Evil: Retribution,Action Horror Science Fiction,mutant dystopia sequel conspiracy tokyo japan,Milla Jovovich Sienna Guillory Michelle Rodriguez Aryana Engineer Li Bingbing,5.6,1600
10483,Death Race,Action Thriller Science Fiction,car race dystopia matter of life and death prison guard car set on fire,Jason Statham Joan Allen Ian McShane Tyrese Gibson Natalie Martinez,6.0,1175
11412,The Long Kiss Goodnight,Crime Action Mystery Thriller,assassination amnesia hostage chase dark comedy,Geena Davis Samuel L. Jackson Yvonne Zima Craig Bierko Tom Amandes,6.5,314
11983,Proof of Life,Action Adventure Drama Romance Thriller,hostage new love suspense agent,Meg Ryan Russell Crowe David Morse Pamela Reed David Caruso,6.0,208
6795,Zathura: A Space Adventure,Family Fantasy Science Fiction Adventure,adventure house alien giant robot outer space,Jonah Bobo Josh Hutcherson Dax Shepard Kristen Stewart Tim Robbins,6.1,779
550,Fight Club,Drama,support group dual identity nihilism rage and hate insomnia,Edward Norton Brad Pitt Meat Loaf Jared Leto Helena Bonham Carter,8.3,9413
11170,We Are Marshall,Drama,american football 1970s trainer college sport,Matthew McConaughey Matthew Fox Anthony Mackie David Strathairn Ian McShane,6.7,186
9292,Hudson Hawk,Action Adventure Comedy,vatican leonardo da vinci painting master thief,Bruce Willis Danny Aiello Andie MacDowell James Coburn Richard E. Grant,5.4,269
100241,"I, Frankenstein",Horror Thriller,soul queen anti hero fantasy prince,Aaron Eckhart Yvonne Strahovski Bill Nighy Jai Courtney Miranda Otto,5.0,687
257,Oliver Twist,Crime Drama Family,london england child abuse street gang runaway child labour,Barney Clark Ben Kingsley Jamie Foreman Harry Eden Edward Hardwicke,6.7,274
9947,Elektra,Action Fantasy,martial arts based on comic book female assassin spin off,Jennifer Garner Goran Visnjic Will Yun Lee Cary-Hiroyuki Tagawa Terence Stamp,4.8,575
189,Sin City: A Dame to Kill For,Crime Thriller,detective dystopia dominatrix murder suspense,Mickey Rourke Jessica Alba Josh Brolin Joseph Gordon-Levitt Rosario Dawson,6.3,1286
253412,Everest,Adventure Drama,mountains snow storm hiking climbing snow,Jason Clarke Jake Gyllenhaal Josh Brolin John Hawkes Sam Worthington,6.7,1772
1427,Perfume: The Story of a Murderer,Crime Fantasy Drama,paris female nudity prostitute small town obsession,Ben Whishaw Simon Chandler David Calder Richard Felix Birgit Minichmayr,7.1,1165
818,Austin Powers in Goldmember,Comedy Crime Science Fiction,saving the world submarine brother brother relationship clone spy,Mike Myers Beyonc\u00e9 Knowles Seth Green Michael York Mindy Sterling,5.9,979
16577,Astro Boy,Animation Action Family Science Fiction,superhero,Nicolas Cage Kristen Bell Bill Nighy Donald Sutherland Freddie Highmore,6.1,409
329,Jurassic Park,Adventure Science Fiction,exotic island dna paleontology tyrannosaurus rex triceratops,Sam Neill Laura Dern Jeff Goldblum Richard Attenborough Bob Peck,7.6,4856
12160,Wyatt Earp,Drama Action Western,gunslinger gambling sheriff deputy sheriff wretch,Kevin Costner Dennis Quaid Gene Hackman David Andrews Linden Ashby,6.5,202
9331,Clear and Present Danger,Action Drama Thriller,assassination spy ambush cia helicopter,Harrison Ford Willem Dafoe Anne Archer Joaquim de Almeida Henry Czerny,6.4,386
300168,Dragon Blade,Action Drama Adventure,,Jackie Chan John Cusack Adrien Brody Sharni Vinson Benny Urquidez,5.9,145
9072,Little Man,Comedy Crime,baby adoption married couple small person criminal,Marlon Wayans Shawn Wayans Kerry Washington John Witherspoon Tracy Morgan,5.3,261
3536,U-571,Action Drama Thriller War,submarine world war ii north atlantic mission,Matthew McConaughey Bill Paxton Harvey Keitel Jon Bon Jovi David Keith,6.1,340
9087,The American President,Comedy Drama Romance,white house usa president new love widower wildlife conservation,Michael Douglas Annette Bening Michael J. Fox Martin Sheen Anna Deavere Smith,6.5,195
12177,The Love Guru,Comedy Romance,sport ice hockey guru comedy bollywood,Mike Myers Jessica Alba Justin Timberlake Romany Malco Meagan Good,4.3,242
12138,3000 Miles to Graceland,Action Adventure Comedy Thriller Crime,casino submachine gun hold-up robbery elvis reference to elvis presley,Kurt Russell Kevin Costner Courteney Cox Christian Slater Kevin Pollak,5.8,178
273248,The Hateful Eight,Crime Drama Mystery Western,bounty hunter wyoming mountains narration hangman,Samuel L. Jackson Kurt Russell Jennifer Jason Leigh Walton Goggins Demi\u00e1n Bichir,7.6,4274
9955,Blades of Glory,Action Comedy Drama,competition olympic games sport rivalry ice skating,Will Ferrell Jon Heder Will Arnett Amy Poehler Jenna Fischer,5.9,569
50359,Hop,Animation Comedy Family,coup d'etat slacker easter easter bunny aftercreditsstinger,Russell Brand James Marsden Kaley Cuoco Hank Azaria Elizabeth Perkins,5.5,331
1271,300,Action Adventure War,evisceration javelin shield army fall from height,Gerard Butler Lena Headey Dominic West David Wenham Vincent Regan,7.0,4997
693,Meet the Fockers,Comedy Romance,cia parents kids relationship florida anti-authoritarian upbringing jew,Ben Stiller Teri Polo Robert De Niro Dustin Hoffman Barbra Streisand,6.1,1373
14306,Marley & Me,Comedy Family,journalist based on novel puppy dog duringcreditsstinger,Owen Wilson Jennifer Aniston Eric Dane Kathleen Turner Alan Arkin,6.9,1343
497,The Green Mile,Fantasy Drama Crime,southern usa black people mentally disabled based on novel heal,Tom Hanks Michael Clarke Duncan David Morse Bonnie Hunt James Cromwell,8.2,4048
11199,Wild Hogs,Action Adventure Comedy,midlife crisis road trip politically incorrect motorcycle gang biker film,Tim Allen John Travolta Martin Lawrence William H. Macy Ray Liotta,5.6,648
9982,Chicken Little,Animation Family Comedy,fish small town space marine chicken alien,Zach Braff Joan Cusack Dan Molina Steve Zahn Garry Marshall,5.6,944
210577,Gone Girl,Mystery Thriller Drama,based on novel marriage crisis disappearance cheating husband missing person,Ben Affleck Rosamund Pike Carrie Coon Neil Patrick Harris Tyler Perry,7.9,5862
2501,The Bourne Identity,Action Drama Mystery Thriller,paris barcelona spain assassin based on novel secret identity,Matt Damon Franka Potente Chris Cooper Clive Owen Brian Cox,7.3,3583
710,GoldenEye,Adventure Action Thriller,cuba falsely accused secret identity computer virus secret base,Pierce Brosnan Sean Bean Izabella Scorupco Famke Janssen Joe Don Baker,6.6,1174
2275,The General's Daughter,Crime Drama Mystery Thriller,suicide detective based on novel bondage general,John Travolta Madeleine Stowe James Cromwell Timothy Hutton Leslie Stefanson,6.1,205
37165,The Truman Show,Comedy Drama,claustrophobia hidden camera dystopia reality show make believe,Jim Carrey Laura Linney Noah Emmerich Natascha McElhone Ed Harris,7.8,4537
9837,The Prince of Egypt,Adventure Animation Drama Family Music,moses egypt pyramid exodus kingdom,Val Kilmer Ralph Fiennes Patrick Stewart Michelle Pfeiffer Sandra Bullock,6.8,817
10708,Daddy Day Care,Comedy Family,competition success kindergarten children unemployment,Eddie Murphy Jeff Garlin Steve Zahn Regina King Kevin Nealon,5.6,506
136400,2 Guns,Action Comedy Crime,undercover undercover agent based on comic book money fugitive,Denzel Washington Mark Wahlberg Paula Patton Bill Paxton Fred Ward,6.6,1589
10992,Cats & Dogs,Comedy Family,fight governance puppy allergy 3d,Jeff Goldblum Elizabeth Perkins Alexander Pollock Miriam Margolyes Tobey Maguire,5.0,352
9654,The Italian Job,Action Crime,venice california train station helicopter austria,Mark Wahlberg Charlize Theron Edward Norton Seth Green Jason Statham,6.6,1919
2642,Two Weeks Notice,Romance Comedy,new york parish hall romantic comedy lawyer billionaire,Sandra Bullock Hugh Grant Alicia Witt Dana Ivey Robert Klein,5.9,487
8916,Antz,Adventure Animation Comedy Family,general hero worker ant work,Woody Allen Dan Aykroyd Anne Bancroft Danny Glover Gene Hackman,6.0,1272
19899,Couples Retreat,Comedy Romance,island married couple yoga tahiti couples therapy,Vince Vaughn Malin \u00c5kerman Jason Bateman Kristen Bell Jon Favreau,5.3,588
2119,Days of Thunder,Adventure,stock-car-race daytona car crash,Tom Cruise Robert Duvall Nicole Kidman Randy Quaid Cary Elwes,5.9,353
9641,Cheaper by the Dozen 2,Comedy,holiday lake big family father labor pain,Steve Martin Eugene Levy Bonnie Hunt Tom Welling Jonathan Bennett,5.7,526
294254,Maze Runner: The Scorch Trials,Action,based on novel resistance maze post-apocalyptic dystopia,Dylan O'Brien Kaya Scodelario Thomas Brodie-Sangster Giancarlo Esposito Aidan Gillen,6.4,3040
38167,Eat Pray Love,Drama,indonesia female protagonist india divorce bali,Julia Roberts James Franco Javier Bardem Billy Crudup Richard Jenkins,5.8,636
5994,The Family Man,Comedy Drama Romance Fantasy,workaholic second chance guardian angel christmas career vs family,Nicolas Cage T\u00e9a Leoni Don Cheadle Saul Rubinek Amber Valletta,6.5,521
39514,RED,Action Adventure Comedy Crime Thriller,cia retirement shot to death sniper rifle retired,Bruce Willis John Malkovich Helen Mirren Mary-Louise Parker Karl Urban,6.6,2808
9563,Any Given Sunday,Drama,american football trainer training american football coach sport,Al Pacino Cameron Diaz Dennis Quaid James Woods Jamie Foxx,6.8,422
547,The Horse Whisperer,Drama Romance,love triangle new york montana attachment to nature confidence,Robert Redford Kristin Scott Thomas Sam Neill Scarlett Johansson Dianne Wiest,6.7,292
1538,Collateral,Drama Crime Thriller,california taxi assassin hostage taxi driver,Tom Cruise Jamie Foxx Jada Pinkett Smith Mark Ruffalo Peter Berg,7.0,1451
